playerID,playerName,nationality,birthDate,height,weight,position
49796,Ismaïla Sarr,Senegal,25/02/1998,185,76,Forward
3175,Andy Carroll,England,06/01/1989,193,,Forward
14433,Julio Pleguezuelo,Spain,26/01/1997,180,,Defender
4421,Gylfi Sigurdsson,Iceland,08/09/1989,186,,Midfielder
8185,Joe Bryan,England,17/09/1993,173,,Defender
65981,Joel Senior,England,24/06/1999,,,Defender
108922,Lewis Hall,England,08/09/2004,,,Midfielder
3905,Kieran Trippier,England,19/09/1990,178,71,Defender
66367,James Furlong,Ireland,07/06/2002,,,Defender
9457,Josh Brownhill,England,19/12/1995,180,69,Midfielder
3601,Shane Duffy,Ireland,01/01/1992,193,76,Defender
16640,Marçal,Brazil,19/02/1989,178,74,Defender
67189,Kjell Scherpen,Netherlands,23/01/2000,204,98,Goalkeeper
21297,Mads Roerslev,Denmark,24/06/1999,184,77,Defender
51753,David Parkhouse,Northern Ireland,24/10/1999,,,Forward
23033,Lucas Torreira,Uruguay,11/02/1996,168,,Midfielder
15791,Ozan Tufan,Turkey,23/03/1995,179,,Midfielder
3362,Patrick van Aanholt,Netherlands,29/08/1990,176,,Defender
4749,Lewis Baker,England,25/04/1995,182,,Midfielder
51917,Karl Hein,Estonia,13/04/2002,193,,Goalkeeper
22052,Phil Ofosu-Ayeh,Ghana,15/09/1991,181,,Defender
63841,Micah Hamilton,England,13/11/2003,,,Midfielder
48285,Aaron Ramsey,England,21/01/2003,,,Midfielder
4398,Michel Vorm,Netherlands,20/10/1983,183,,Goalkeeper
32298,Edo Kayembe,DR Congo,03/06/1998,183,77,Midfielder
31670,Indiana Vassilev,United States,16/02/2001,173,,Forward
49490,Charlie Patino,England,17/10/2003,,,Midfielder
19678,Domingos Quina,Portugal,18/11/1999,179,,Midfielder
4911,Thibaut Courtois,Belgium,11/05/1992,199,,Goalkeeper
4325,Denis Suárez,Spain,06/01/1994,176,,Midfielder
3801,Jonathan Hogg,England,06/12/1988,170,,Midfielder
24347,Rarmani Edmonds-Green,England,14/01/1999,,,Defender
20171,Rúben Vinagre,Portugal,09/04/1999,174,,Defender
65987,Sepp van den Berg,Netherlands,20/12/2001,189,,Defender
20097,Pablo Marí,Spain,31/08/1993,193,,Defender
24778,Daniel Adshead,England,02/09/2001,167,,Midfielder
3712,Jordan Henderson,England,17/06/1990,182,67,Midfielder
4489,Ashley Westwood,England,01/04/1990,175,80,Midfielder
15136,George Marsh,England,05/11/1998,178,,Midfielder
2678,Rhoys Wiggins,Wales,04/11/1987,173,,Defender
5102,Henrikh Mkhitaryan,Armenia,21/01/1989,177,,Midfielder
92722,Kris Moore,England,13/11/2003,,,Defender
10475,Ander Herrera,Spain,14/08/1989,182,,Midfielder
4341,Yohan Cabaye,France,14/01/1986,174,,Midfielder
15122,Jonathan Dinzeyi,England,13/10/1999,,,Defender
24704,Tyrese Francois,Australia,16/07/2000,166,,Midfielder
15212,Ben Johnson,England,24/01/2000,175,67,Defender
4402,Neil Taylor,Wales,07/02/1989,176,,Defender
32229,Pedro Porro,Spain,13/09/1999,173,,Defender
13590,Daniel Barlaser,England,18/01/1997,184,,Midfielder
6251,Henri Saivet,Senegal,26/10/1990,174,,Midfielder
2835,Armand Traore,Senegal,08/10/1989,185,,Defender
27277,Marc Cucurella,Spain,22/07/1998,172,66,Defender
108751,Jakub Moder,Poland,07/04/1999,188,78,Midfielder
69289,Jack Jenkins,England,23/03/2002,,,Midfielder
75991,Joel Mumbongo,Sweden,09/01/1999,188,,Forward
76024,Maduka Okoye,Nigeria,28/08/1999,197,,Goalkeeper
14436,Jordi Osei-Tutu,England,02/10/1998,176,,Defender
5583,Mario Lemina,Gabon,01/09/1993,184,,Midfielder
14481,Harry McKirdy,England,29/03/1997,175,,Forward
8162,Bruno,Spain,01/10/1980,181,,Defender
54056,Femi Seriki,England,28/04/2002,183,,Midfielder
23941,Josh Oluwayemi,England,13/03/2001,,,Goalkeeper
90665,Derek Agyakwa,Netherlands,19/12/2001,,,Defender
5248,Albian Ajeti,Switzerland,26/02/1997,183,,Forward
79245,George Lewis,Rwanda,16/06/2000,,,Forward
10466,Willy Caballero,Argentina,28/09/1981,186,81,Goalkeeper
16087,Trézéguet,Egypt,01/10/1994,180,,Midfielder
14490,Callum O'Hare,England,01/05/1998,175,,Midfielder
14903,Matthew Longstaff,England,21/03/2000,,,Midfielder
13872,Manuel Lanzini,Argentina,15/02/1993,167,59,Midfielder
24695,Soufyan Ahannach,Netherlands,09/09/1995,179,,Midfielder
4095,Rodrigo,Spain,06/03/1991,182,77,Forward
23747,Anthony Gordon,England,24/02/2001,,,Forward
66524,Owen Dodgson,England,19/03/2003,,,Defender
23738,Stephen Duke-McKenna,Guyana,17/08/2000,,,Midfielder
49501,Lewis Bate,England,28/10/2002,,,Midfielder
51754,Joe Gelhardt,England,04/05/2002,175,65,Forward
4617,James Ward-Prowse,England,01/11/1994,173,66,Midfielder
54144,Imrân Louza,Morocco,01/05/1999,178,65,Midfielder
19677,Brandon Mason,England,30/09/1997,173,,Defender
14585,Luke McCormick,England,21/01/1999,,,Midfielder
13899,Sylvain Deslandes,France,25/04/1997,178,,Defender
4545,Massadio Haïdara,Mali,02/12/1992,179,,Defender
20261,Wout Weghorst,Netherlands,07/08/1992,197,84,Forward
25309,Juan Foyth,Argentina,12/01/1998,179,,Defender
49150,Ben Jackson,England,22/02/2001,,,Defender
10123,Marvin Zeegelaar,Netherlands,12/08/1990,186,,Defender
14459,Kaylen Hinds,England,28/01/1998,179,,Forward
13225,Sergi Canós,Spain,02/02/1997,177,75,Forward
24635,Eric García,Spain,09/01/2001,182,,Defender
15114,Brandon Austin,England,07/01/1999,188,82,Goalkeeper
23989,Luke Cundle,England,26/04/2002,,,Midfielder
25444,Jakub Stolarczyk,Poland,19/12/2000,,,Goalkeeper
19564,Jesús Vallejo,Spain,05/01/1997,184,,Defender
20646,Isaac Mbenza,Belgium,08/03/1996,187,,Forward
5428,Markus Suttner,Austria,16/04/1987,179,,Defender
12359,Terence Kongolo,Netherlands,14/02/1994,188,,Defender
24128,Milot Rashica,Kosovo,28/06/1996,177,73,Midfielder
23585,Álvaro Fernández,Spain,13/04/1998,185,75,Goalkeeper
78267,Ryan Finnigan,England,23/09/2003,,,Midfielder
8006,Andy Lonergan,England,19/10/1983,192,87,Goalkeeper
112629,Harvey Blair,England,14/09/2003,,,Forward
12946,Aleix García,Spain,28/06/1997,173,,Midfielder
14571,Reece James,England,08/12/1999,182,82,Defender
15140,Tashan Oakley-Boothe,England,14/02/2000,182,,Midfielder
33061,Kenny McLean,Scotland,08/01/1992,183,70,Midfielder
10498,Dusan Tadic,Serbia,20/11/1988,181,,Forward
69286,Charlie Cresswell,England,17/08/2002,,,Defender
24399,Sam Graham,England,13/08/2000,,,Defender
8658,Ollie Watkins,England,30/12/1995,180,70,Forward
109775,Sammy Braybrooke,England,12/03/2004,,,Midfielder
4474,Héctor Bellerín,Spain,19/03/1995,178,,Defender
13866,Jonathan Leko,England,24/04/1999,182,,Forward
11034,Richairo Zivkovic,Netherlands,05/09/1996,187,,Forward
74739,Brooklyn Genesini,England,12/12/2001,,,Defender
14063,Chris Mepham,Wales,05/11/1997,191,,Defender
14659,Marlon Fossey,United States,09/09/1998,180,,Defender
11419,Martin Ødegaard,Norway,17/12/1998,178,68,Midfielder
4859,Christian Atsu,Ghana,10/01/1992,165,,Midfielder
10761,Gaetano Berardi,Switzerland,21/08/1988,179,,Defender
3244,Jake Livermore,England,14/11/1989,181,,Midfielder
14678,Mattias Käit,Estonia,29/06/1998,186,,Midfielder
48689,Joseph Anang,England,08/06/2000,,,Goalkeeper
49884,Issa Diop,France,09/01/1997,194,92,Defender
98303,Taylor Jay-Hart,England,18/12/2003,179,,Midfielder
3909,Ben Mee,England,21/09/1989,180,74,Defender
3156,Jonny Evans,Northern Ireland,03/01/1988,188,77,Defender
66225,Kazeem Olaigbe,Belgium,02/01/2003,,,Forward
4477,Santi Cazorla,Spain,13/12/1984,168,,Midfielder
33158,Pontus Dahlberg,Sweden,21/01/1999,194,,Goalkeeper
8107,Oliver McBurnie,Scotland,04/06/1996,188,,Forward
4874,Joël Veltman,Netherlands,15/01/1992,184,75,Defender
6210,Jóhann Gudmundsson,Iceland,27/10/1990,186,78,Midfielder
23875,Kornelius Normann Hansen,Norway,06/05/2001,175,,Midfielder
21653,Aaron Connolly,Ireland,28/01/2000,,,Forward
26714,Taylor Gardner-Hickman,England,30/12/2001,,,Defender
14982,Harry Lewis,England,20/12/1997,191,77,Goalkeeper
51474,Lewis Gordon,England,12/02/2001,,,Defender
11031,Donny van de Beek,Netherlands,18/04/1997,184,76,Midfielder
16524,Arnaut Danjuma,Netherlands,31/01/1997,178,,Forward
4333,Michael Keane,England,11/01/1993,191,82,Defender
10964,Rajiv van La Parra,Netherlands,04/06/1991,181,,Midfielder
51511,Lewis Dobbin,England,03/01/2003,,,Forward
15374,Josh Sims,England,28/03/1997,174,,Midfielder
19970,Max Aarons,England,04/01/2000,178,69,Defender
4760,Ryan Inniss,England,05/06/1995,196,,Defender
14667,Jon Thorsteinsson,Iceland,26/11/1998,177,,Midfielder
8046,Tommy Elphick,England,07/09/1987,180,,Defender
23702,Callum Hudson-Odoi,England,07/11/2000,182,76,Forward
13584,Kieran O'Hara,Ireland,22/04/1996,191,,Goalkeeper
7081,Lucas Pérez,Spain,10/09/1988,180,,Forward
14149,Sam Woods,England,11/09/1998,,,Defender
15759,Edimilson Fernandes,Switzerland,15/04/1996,187,,Midfielder
4972,Pedro,Spain,28/07/1987,169,,Forward
19620,Oleksandr Zinchenko,Ukraine,15/12/1996,175,64,Defender
13508,Conor Masterson,Ireland,08/09/1998,,,Defender
70136,Zidane Iqbal,Iraq,27/04/2003,,,Midfielder
51775,Mohammed Salisu,Ghana,17/04/1999,191,82,Defender
3669,Matty James,England,22/07/1991,181,,Midfielder
1629,Peter Crouch,England,30/01/1981,201,,Forward
4120,Neil Etheridge,Philippines,07/02/1990,188,,Goalkeeper
16788,Odsonne Édouard,France,16/01/1998,187,83,Forward
4006,Nathaniel Mendez-Laing,England,15/04/1992,180,,Midfielder
64460,Luke Mbete,England,18/09/2003,,,Defender
19871,Folarin Balogun,England,03/07/2001,178,,Forward
4115,Ross Barkley,England,05/12/1993,189,76,Midfielder
4748,Willian,Brazil,09/08/1988,175,,Forward
8586,Jeff Hendrick,Ireland,31/01/1992,185,,Midfielder
31885,Alpha Richard Dionkou,Senegal,10/10/2001,183,,Defender
65961,Crysencio Summerville,Netherlands,30/10/2001,174,,Midfielder
3507,Danny Rose,England,02/07/1990,173,72,Defender
107846,Lamare Bogarde,Netherlands,05/01/2004,,,Midfielder
25467,Enock Mwepu,Zambia,01/01/1998,184,76,Midfielder
14538,Robert Sánchez,Spain,18/11/1997,197,90,Goalkeeper
11071,Raúl Jiménez,Mexico,05/05/1991,190,76,Forward
10472,Marcos Rojo,Argentina,20/03/1990,186,,Defender
19862,Matthew Smith,England,05/10/2000,,,Midfielder
72119,Francisco Sierralta,Chile,06/05/1997,190,83,Defender
50462,Sam Sherring,England,08/05/2000,,,Defender
4101,Tomas Kalas,Czech Republic,15/05/1993,183,,Defender
2216,Darren Randolph,Ireland,12/05/1987,188,98,Goalkeeper
23835,D'Mani Mellor,England,20/09/2000,,,Forward
76258,Niels Nkounkou,France,01/11/2000,180,,Defender
21518,Finn Azaz,England,07/09/2000,,,Midfielder
6784,Felipe Anderson,Brazil,15/04/1993,175,,Midfielder
33066,Onel Hernández,Cuba,01/02/1993,172,,Midfielder
4721,Leandro Bacuna,Curacao,21/08/1991,187,,Midfielder
42709,Philip Zinckernagel,Denmark,16/12/1994,175,,Forward
5672,Federico Fernández,Argentina,21/02/1989,190,83,Defender
92734,Salah-Eddine Oulad M'hand,Netherlands,20/08/2003,,,Midfielder
3851,Jay Rodriguez,England,29/07/1989,185,84,Forward
11267,Aboubakar Kamara,Mauritania,07/03/1995,177,,Forward
19618,Isaac Success,Nigeria,07/01/1996,186,,Forward
25246,Pablo Fornals,Spain,22/02/1996,178,67,Midfielder
10440,Mario Pasalic,Croatia,09/02/1995,188,,Midfielder
74590,Andi Janjeva,Kosovo,11/10/2002,,,Defender
23744,Fraser Hornby,Scotland,13/09/1999,195,,Forward
11341,Rui Patrício,Portugal,15/02/1988,190,,Goalkeeper
12536,Denis Odoi,Ghana,27/05/1988,178,,Defender
12576,Djibril Sidibé,France,29/07/1992,182,,Defender
2664,Julian Speroni,Argentina,18/05/1979,186,,Goalkeeper
32796,Okay Yokuslu,Turkey,09/03/1994,190,,Midfielder
16088,Dodi Lukébakio,Belgium,24/09/1997,187,,Forward
51416,Ørjan Nyland,Norway,10/09/1990,192,,Goalkeeper
66669,Luis Díaz,Colombia,13/01/1997,178,65,Forward
107826,Jack Wells-Morrison,England,18/02/2004,,,Midfielder
4713,Isaac Hayden,England,22/03/1995,185,79,Midfielder
8585,Paul Coutts,Scotland,22/07/1988,183,,Midfielder
10458,Andrew Robertson,Scotland,11/03/1994,178,64,Defender
64069,Ademipo Odubeko,Ireland,21/10/2002,,,Forward
64271,Mateusz Bogusz,Poland,22/08/2001,175,,Midfielder
15111,Alfie Whiteman,England,02/10/1998,189,,Goalkeeper
11260,Tiemoué Bakayoko,France,17/08/1994,185,,Midfielder
20383,Olarenwaju Kayode,Nigeria,08/05/1993,176,,Forward
33175,Mika Biereth,England,08/02/2003,,,Forward
3192,Gregory Halford,England,08/12/1984,193,,Defender
13491,Ben Chilwell,England,21/12/1996,178,77,Defender
66318,Jarrad Branthwaite,England,27/06/2002,195,82,Defender
51619,Matthew Craig,Scotland,16/04/2003,,,Midfielder
14482,Callum Rowe,England,02/09/1999,,,Defender
15194,Daniel Kemp,England,11/01/1999,,,Midfielder
14723,Caoimhin Kelleher,Ireland,23/11/1998,178,74,Goalkeeper
24645,Maurizio Pochettino,Spain,30/03/2001,,,Midfielder
21958,Zech Medley,England,09/07/2000,195,,Defender
20053,Ajibola Alese,England,17/01/2001,,,Defender
13193,Jack Simpson,England,18/12/1996,178,,Defender
51085,Julian Jeanvier,Guinea,31/03/1992,185,84,Defender
53270,Alfie McCalmont,Northern Ireland,25/03/2000,,,Midfielder
3182,Adam Federici,Australia,31/01/1985,188,,Goalkeeper
108851,Abdallah Sima,Senegal,17/06/2001,,,Forward
5110,Pierre-Emerick Aubameyang,Gabon,18/06/1989,187,,Forward
67198,Lewis Richardson,England,07/02/2003,,,Midfielder
15239,Daniel Armstrong,Scotland,11/10/1997,175,,Midfielder
1911,Damien Delaney,Ireland,20/07/1981,191,,Defender
5860,Dennis Praet,Belgium,14/05/1994,181,,Midfielder
14463,Matija Sarkic,Montenegro,23/07/1997,195,,Goalkeeper
14559,Alex Cochrane,England,21/04/2000,,,Defender
15011,Yan Valery,France,22/02/1999,180,85,Defender
32289,Fabio Carvalho,Portugal,30/08/2002,,,Midfielder
4561,Josh Murphy,England,24/02/1995,173,,Midfielder
2485,Richard Stearman,England,19/08/1987,191,,Defender
23837,George Broadbent,England,30/09/2000,188,,Midfielder
15019,Daniel N'Lundulu,England,05/02/1999,185,,Forward
3338,Mauro Zárate,Argentina,18/03/1987,176,,Forward
19605,Christian Kabasele,Belgium,24/02/1991,187,84,Defender
5713,José Holebas,Greece,27/06/1984,184,,Defender
14593,Iké Ugbo,Canada,21/09/1998,184,,Forward
9134,Lee Tomlin,England,12/01/1989,180,,Forward
51530,Oliver Ewing,Wales,03/01/2003,,,Midfielder
14800,Brahim Díaz,Spain,03/08/1999,171,,Midfielder
19844,Meritan Shabani,Germany,15/03/1999,185,,Midfielder
1295,Stuart Taylor,England,28/11/1980,198,,Goalkeeper
4260,Jack Grealish,England,10/09/1995,175,68,Midfielder
4888,Daley Blind,Netherlands,09/03/1990,180,,Defender
16642,Nélson Semedo,Portugal,16/11/1993,177,67,Defender
10633,Bruno Ecuele Manga,Gabon,16/07/1988,186,,Defender
8052,Ryan Fraser,Scotland,24/02/1994,163,70,Midfielder
4229,Matt Doherty,Ireland,16/01/1992,182,80,Defender
14750,Herbie Kane,England,23/11/1998,177,,Midfielder
3924,Oliver Norwood,Northern Ireland,12/04/1991,180,,Midfielder
5079,Ivan Cavaleiro,Portugal,18/10/1993,175,,Forward
3314,Luke Ayling,England,25/08/1991,185,72,Defender
19911,Arijanet Muric,Kosovo,07/11/1998,198,,Goalkeeper
25281,Cameron Archer,England,09/12/2001,,,Forward
22570,Steve Mounié,Benin,29/09/1994,190,,Forward
64074,Jan Zamb&#367;rek,Czech Republic,13/02/2001,182,,Midfielder
14712,Layton Ndukwu,England,07/09/1998,177,,Forward
14465,Viktor Johansson,Sweden,14/09/1998,186,,Goalkeeper
67704,Christos Tzolis,Greece,30/01/2002,184,,Forward
112551,Liam Hughes,Northern Ireland,19/08/2001,,,Goalkeeper
10727,Marek Rodák,Slovakia,13/12/1996,194,,Goalkeeper
8589,Will Hughes,England,17/04/1995,185,74,Midfielder
14359,Jordan Williams,England,22/10/1999,179,,Defender
19731,Ethan Ampadu,Wales,14/09/2000,183,,Defender
4503,Eden Hazard,Belgium,07/01/1991,175,,Forward
4224,James McArthur,Scotland,07/10/1987,178,75,Midfielder
49316,Dejan Kulusevski,Sweden,25/04/2000,186,80,Midfielder
8246,Ashley Barnes,England,30/10/1989,186,77,Forward
23396,Bruno Fernandes,Portugal,08/09/1994,179,69,Midfielder
3562,Ciaran Clark,Ireland,26/09/1989,185,88,Defender
14656,Ryan Sessegnon,England,18/05/2000,178,70,Midfielder
15480,Alireza Jahanbakhsh,Iran,11/08/1993,180,,Forward
